0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,1,0,0,0,8.856334e-01,0,0,0,0,0,1,0,0,0,0,0,0,3.551783e-01,0,1.143666e-01,0,0,0,4.261644e-01,0,1.772879e-01,0,0,0,0,0,0,0,5.271449e-01,0,1.500183e-01,0,0,0,1.500183e-01,0,0,0,0,0,0,0,0,3.118235e-02,3.059851e-01,6.628325e-01,3.118235e-02,0,0,0,0,0,0,1,0,0,0,0,5.498634e-02,6.771632e-01,0,0,0,0,0,0,0,3.551783e-01,3.076542e-01,0,0,0,0,0,0,1.772879e-01,0,0,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.632483e-01,0,0,0,0,0,5.694318e-01,0,1.551850e-01,0,0,0,0,0,0,0,4.378944e-01,0,2.794238e-01,0,0,0,2.794238e-01,0,0,0,0,0,0,0,0,1.274968e-01,3.569315e-01,0,1.274968e-01,0,0,0,0,0,0,1,0,0,0,0,1.313297e-01,7.173182e-01,7.771536e-02,0,0,0,0,0,0,3.632483e-01,2.300388e-01,4.067129e-01,0,0,0,0,0,1.551850e-01,0,0,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,1,0,0,0,4.970757e-01,0,0,0,6.144323e-02,0,1,0,0,0,0,0,0,5.467049e-01,2.338171e-01,5.029243e-01,0,2.338171e-01,0,0,8.595065e-03,1.585624e-01,0,0,0,0,0,0,0,1.479164e-02,0,7.231869e-02,0,0,0,7.231869e-02,0,0,0,0,0,0,0,0,3.128462e-01,0,6.047309e-01,3.128462e-01,6.144323e-02,0,0,0,0,0,1,0,0,0,0,2.991680e-01,8.711033e-02,6.137217e-01,0,0,0,0,0,0,5.467049e-01,5.802596e-02,2.424122e-01,0,0,0,0,0,1.585624e-01,0,0,0,0,0,0,0,1,0,
0,0,0,1.000000e+00,0,0,0,1.000000e+00,0,0,0,6.722846e-01,0,0,0,3.099615e-01,0,1.000000e+00,0,0,0,0,0,0,3.919320e-01,3.563491e-02,3.277154e-01,0,3.563491e-02,0,0,7.243552e-02,1.243068e-01,0,0,1.000000e+00,0,0,1.000000e+00,0,4.162647e-01,0,2.999789e-01,0,0,0,2.999789e-01,0,0,0,0,0,0,0,0,1.416958e-01,0,4.316790e-01,1.416958e-01,3.099615e-01,0,0,0,1.000000e+00,0,1.000000e+00,0,0,0,0,1.284135e-01,7.162436e-01,1.553429e-01,0,0,0,0,0,0,3.919320e-01,3.974698e-02,1.080704e-01,0,0,1.000000e+00,0,0,1.243068e-01,0,0,0,0,0,0,0,0,0,
0,0,0,1.000000e+00,0,0,0,1.000000e+00,0,0,0,9.378985e-01,0,0,0,6.210145e-02,0,1.000000e+00,0,0,0,0,0,0,6.210145e-02,3.011311e-01,6.210145e-02,0,3.011311e-01,0,3.125442e-01,3.117279e-01,0,0,0,0,0,0,0,0,2.521755e-01,0,2.561777e-01,0,0,0,2.561777e-01,0,0,0,0,0,0,0,0,4.170499e-01,3.373128e-01,6.210145e-02,4.170499e-01,6.210145e-02,0,0,0,0,0,1.000000e+00,0,0,0,0,0,5.083533e-01,1.415038e-01,0,0,0,0,0,1.000000e+00,6.210145e-02,0,6.128590e-01,0,0,0,0,0,7.459681e-02,9.254032e-01,0,0,0,0,0,0,0,0,
0,0,8.837525e-01,0,0,0,0,1,0,0,0,8.260847e-01,0,0,0,0,0,1.162475e-01,0,8.837525e-01,0,3.046128e-01,0,0,0,0,0,8.837525e-01,0,0,0,0,0,0,0,3.046128e-01,0,0,4.723478e-01,0,3.161308e-01,0,3.644083e-01,0,0,2.946744e-02,3.644083e-01,0,0,0,0,0,0,0,0,1.455456e-01,0,0,1.455456e-01,0,0,0,0,4.723478e-01,5.766784e-02,0,3.046128e-01,1.677350e-01,3.537369e-01,0,0,3.562696e-01,1.455456e-01,0,0,0,0,0,0,0,0,0,0,0,4.723478e-01,0,0,0,0,0,0,0,0,0,0,0,0,
0,5.675349e-01,3.652800e-01,6.718513e-02,0,0,0,1,0,0,0,0,0,4.292327e-01,1.848147e-01,2.774574e-01,3.988752e-02,1,0,0,0,0,9.328149e-01,0,6.772157e-03,8.276076e-02,0,0,8.276076e-02,0,3.187674e-01,2.780026e-01,3.094041e-03,9.328149e-01,0,0,9.328149e-01,0,0,0,0,0,0,0,0,6.140474e-01,0,1.848147e-01,0,0,0,0,0,0,0,3.607634e-01,0,2.774574e-01,3.607634e-01,2.774574e-01,0,9.328149e-01,0,0,0,1,0,0,0,0,0,0,0,0,9.328149e-01,0,0,0,0,6.772157e-03,2.706852e-01,3.607634e-01,0,9.328149e-01,0,0,0,3.094041e-03,3.988752e-02,0,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,1,0,0,0,7.930832e-01,0,0,0,1.888745e-01,0,1,0,0,0,1,0,0,2.245030e-01,3.179171e-02,2.069168e-01,0,3.179171e-02,0,0,1.079962e-01,2.400148e-01,0,0,1,0,0,1,0,3.079447e-01,0,2.928733e-01,0,0,0,2.928733e-01,0,0,0,0,0,0,0,0,1.411250e-01,0,3.163346e-01,1.411250e-01,1.888745e-01,0,0,0,1,0,1,0,0,0,0,2.703850e-01,6.008179e-01,1.287971e-01,0,0,0,0,0,0,2.245030e-01,9.183157e-02,1.397879e-01,0,0,1,0,0,2.400148e-01,0,0,0,0,0,0,0,0,0,
0,0,0,1.000000e+00,0,0,0,1.000000e+00,0,0,0,2.477408e-01,0,1.663040e-01,2.982274e-01,2.259152e-01,6.181257e-02,1.000000e+00,0,0,0,0,0,0,2.923836e-01,0,7.522592e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.645314e-01,0,2.982274e-01,0,0,0,0,0,0,0,0,2.774911e-02,5.259869e-01,0,2.259152e-01,0,0,0,0,0,1.000000e+00,0,0,0,0,1.644597e-01,0,3.278209e-01,0,0,0,0,0,0,2.923836e-01,2.336034e-01,0,0,0,0,0,0,0,6.181257e-02,0,0,0,0,0,0,0,0,
