0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.717030e-02,0,0,0,0,2.890670e-01,1.946476e-01,3.181744e-01,1.103350e-01,1.768970e-01,5.054720e-01,8.602152e-02,6.774968e-02,2.525254e-01,1.848547e-01,3.042585e-01,2.204875e-01,1.823926e-01,3.742043e-01,3.502835e-01,1.311465e-01,2.100117e-01,2.189994e-01,1.440390e-01,3.135040e-01,6.604891e-02,1.603631e-01,2.207139e-01,2.213763e-01,6.646238e-02,0,9.828297e-01,3.456083e-03,0,8.884825e-02,0,8.051691e-02,0,1.265671e-01,0,7.836715e-02,0,6.862999e-02,0,1.001763e-01,0,1.679011e-01,0,6.139657e-02,0,1.381310e-01,0,6.883922e-02,0,
7.423742e-01,0,3.834158e-01,2.561395e-01,2.313902e-01,0,0,2.975518e-01,1.304732e-01,1.143353e-01,9.063910e-02,2.271150e-01,2.724089e-01,5.544453e-02,4.341839e-01,1.801992e-01,2.178380e-01,9.681232e-02,4.000905e-01,1.360035e-01,2.923872e-01,3.954804e-01,1.041834e-02,1.625885e-01,1.506177e-01,2.099222e-01,2.003629e-01,1.278173e-01,2.642739e-02,3.248385e-01,0,2.576258e-01,2.169121e-02,6.563101e-02,1.703356e-01,0,4.892416e-02,8.735312e-02,4.311183e-02,6.918034e-02,7.792044e-02,6.432276e-02,6.173478e-02,5.186002e-02,7.326774e-02,6.790365e-02,1.582111e-01,7.715086e-02,6.314850e-02,9.069792e-02,1.147858e-01,1.108630e-01,1.496412e-01,4.018385e-02,
8.124441e-01,0,2.876330e-01,2.497184e-01,3.271703e-01,2.222199e-01,1.359605e-01,0,0,0,1.210483e-02,2.311057e-01,4.020843e-01,3.750821e-02,1.891225e-01,3.267107e-01,2.533602e-01,2.267936e-01,8.672214e-02,9.460685e-02,4.468415e-01,2.535387e-01,1.002483e-01,2.959656e-01,7.214957e-02,2.841203e-01,3.452513e-01,9.887566e-02,5.478712e-02,2.928183e-01,0,1.875559e-01,2.994619e-02,8.226880e-02,5.654586e-02,1.410266e-01,1.054230e-01,0,8.822230e-02,5.196093e-02,8.057446e-02,8.589349e-02,9.970769e-02,9.064809e-02,1.168404e-01,4.962593e-02,3.811970e-02,1.131115e-01,1.522871e-01,4.576879e-02,1.725475e-01,1.254082e-02,4.323124e-02,1.230444e-01,
7.527651e-01,0,6.952168e-02,3.408630e-01,3.766703e-01,2.586860e-01,1.437658e-01,2.739284e-01,1.838015e-01,2.031538e-01,0,0,0,3.871014e-02,1.773283e-01,3.578461e-01,2.931158e-01,3.627165e-01,4.435382e-02,4.643113e-01,6.584295e-02,2.599683e-01,8.765768e-02,9.720642e-02,4.052023e-01,9.033102e-02,1.542618e-01,2.369235e-01,5.413953e-02,2.981556e-01,0,2.472349e-01,2.657588e-02,8.513567e-02,6.902656e-02,1.038714e-01,1.527078e-01,3.640808e-02,1.034505e-01,0,3.293710e-02,1.029554e-01,1.110914e-01,4.267978e-02,1.446735e-01,1.972152e-02,3.445678e-02,1.287522e-01,1.364074e-01,3.023558e-02,1.290239e-01,3.132344e-02,2.780829e-02,1.398411e-01,
7.835739e-01,0,4.817657e-01,4.966389e-02,3.036946e-01,3.743334e-01,2.030201e-02,3.732864e-01,1.070245e-01,1.215898e-01,1.012781e-01,3.080783e-01,3.281664e-01,0,0,0,1.430461e-01,4.497324e-02,4.858367e-01,1.761651e-01,3.268089e-01,3.441619e-01,3.292273e-02,1.846459e-01,1.739809e-01,2.032606e-01,2.206123e-01,1.017859e-01,4.053258e-02,3.151951e-01,0,2.164261e-01,1.985623e-02,1.101166e-01,1.399845e-01,8.951102e-02,1.013913e-01,4.779487e-02,7.598805e-02,4.136930e-02,9.016607e-02,0,6.734846e-02,7.485711e-02,9.463279e-02,9.380601e-02,1.050711e-01,6.348354e-02,8.420939e-02,5.794143e-02,1.145034e-01,1.169556e-01,8.866031e-02,6.955000e-02,
7.511338e-01,0,3.023105e-01,2.812175e-01,2.529814e-01,1.830618e-01,1.748105e-01,4.462037e-01,1.000081e-01,5.494760e-02,3.245335e-02,3.085434e-01,2.849130e-01,5.709995e-02,1.862417e-01,1.832898e-01,0,0,0,2.597320e-01,3.086986e-01,1.910035e-01,1.082573e-01,2.225976e-01,2.305789e-01,2.108004e-01,3.104322e-01,1.022785e-01,5.511092e-02,2.096504e-01,0,2.488662e-01,1.754989e-02,7.683856e-02,6.759679e-02,8.696975e-02,1.024462e-01,3.431662e-02,1.115118e-01,4.764447e-02,5.438048e-02,9.202820e-02,6.196301e-02,0,9.733728e-02,4.439863e-02,6.657228e-02,1.517724e-01,1.599416e-01,6.949922e-03,1.966317e-01,4.966892e-02,5.572734e-02,1.522047e-01,
7.877202e-01,0,2.480728e-01,2.829496e-01,3.220785e-01,2.636833e-01,1.668472e-01,1.700991e-01,2.848178e-01,2.383767e-01,1.301407e-02,2.019519e-01,3.441382e-01,5.416321e-02,2.241191e-01,3.027430e-01,3.551974e-01,2.526989e-01,8.532062e-02,0,0,2.472993e-01,1.030699e-01,6.557554e-02,5.670185e-01,2.905818e-02,1.155972e-01,3.031271e-01,5.805955e-02,2.739274e-01,0,2.122798e-01,2.714137e-02,8.699748e-02,7.309604e-02,1.139839e-01,1.738610e-01,1.693745e-02,1.214311e-01,6.309870e-02,5.295169e-02,1.038799e-01,7.192196e-02,5.349901e-02,8.884329e-02,0,4.736149e-02,1.377670e-01,9.625028e-02,2.254294e-02,1.767302e-01,2.544081e-02,3.244047e-02,1.256019e-01,
6.570704e-01,0,3.518754e-01,2.681300e-01,2.439837e-01,1.379033e-02,5.645840e-01,3.039206e-01,1.220791e-01,1.710395e-01,1.863790e-01,2.188118e-01,3.051296e-01,5.714255e-02,4.093195e-01,1.940999e-01,2.166977e-01,1.375897e-01,3.397372e-01,1.936724e-01,3.185239e-01,0,0,1.947335e-01,2.122147e-01,1.950773e-01,2.053772e-01,1.603140e-01,5.016166e-03,3.014502e-01,0,3.429296e-01,2.088677e-02,6.250580e-02,1.841510e-01,1.509609e-02,5.743241e-02,7.720168e-02,7.714097e-02,4.995805e-02,6.392294e-02,2.501854e-02,4.884959e-02,7.165721e-02,7.108429e-02,7.623235e-02,1.339658e-01,0,8.091239e-02,7.980398e-02,1.017375e-01,1.021630e-01,1.402652e-01,7.778247e-02,
7.717384e-01,0,2.468806e-01,2.885297e-01,2.676354e-01,2.326206e-01,1.428485e-01,4.984616e-02,2.943727e-01,2.923459e-01,2.227424e-02,2.530186e-01,2.678561e-01,2.427173e-02,1.778401e-01,3.563312e-01,4.435296e-01,2.035573e-01,6.490855e-02,5.363389e-02,2.887109e-01,2.296409e-01,9.411366e-02,0,0,0,7.399495e-02,3.461277e-01,6.512676e-02,2.312876e-01,0,2.282616e-01,2.778708e-02,1.081524e-01,6.054722e-02,9.255902e-02,1.512881e-01,3.224795e-02,1.251069e-01,8.602971e-02,7.310196e-02,1.007178e-01,9.871730e-02,4.591784e-02,1.257065e-01,5.121784e-02,5.152058e-02,1.019021e-01,7.078873e-02,0,1.492179e-01,2.144112e-02,3.191936e-02,9.725413e-02,
